id,current_pos,corrected_direction,prev_target_pos,target_pos,speed_vector
1602,[0.27051499 0.00118005],[0.09920966 0.00126321],"[0.0012632089522432296, -0.09920966305617793]","[0.101, 0.0]",[0. 0.],0.03213381767272949
1603,[0.27051499 0.00118005],[0.09920966 0.00125874],"[0.0012587377857328714, -0.09920966305617793]","[0.101, 0.0]",[0. 0.],0.03819155693054199
1604,[0.27554213 0.00132937],[0.09917482 0.00110589],"[0.0011058863564292463, -0.09917482346739273]","[0.101, 0.003]",[0. 0.],0.03277111053466797
1605,[0.28020242 0.00137948],[0.09914646 0.00105148],"[0.0010514759953432265, -0.099146457214408]","[0.093, 0.001]",[0. 0.],0.03225231170654297
1606,[0.28530956 0.00132941],[0.09912008 0.00109609],"[0.0010960857009400542, -0.09912007705586581]","[0.102, -0.001]",[0. 0.],0.03597140312194824
1607,[0.28530956 0.00132941],[0.09912008 0.00109153],"[0.0010915276423662512, -0.09912007705586581]","[0.102, -0.001]",[0. 0.],0.034590721130371094
1608,[0.29034203 0.00137924],[0.09908866 0.00103736],"[0.0010373620669026334, -0.09908865816458928]","[0.101, 0.001]",[0. 0.],0.03254079818725586
1609,[0.29514216 0.00137924],[0.09906057 0.00103216],"[0.0010321576845864072, -0.09906057354368632]","[0.095, 0.0]",[0. 0.],0.035939693450927734
1610,[0.29514216 0.00137924],[0.09906057 0.0010274 ],"[0.0010273951446221016, -0.09906057354368632]","[0.095, 0.0]",[0. 0.],0.034857749938964844
1611,[0.30018258 0.00147807],[0.09902569 0.00092399],"[0.0009239938872115503, -0.09902569383228461]","[0.102, 0.002]",[0. 0.],0.03532743453979492
1612,[0.30504355 0.00157829],[0.09899133 0.00081881],"[0.0008188062892391709, -0.09899133481278753]","[0.097, 0.002]",[0. 0.],0.03617405891418457
1613,[0.30504355 0.00157829],[0.09899133 0.00081388],"[0.0008138756326951266, -0.09899133481278753]","[0.097, 0.002]",[0. 0.],0.03155875205993652
1614,[0.31005768 0.00157829],[0.09896052 0.00080863],"[0.0008086278222218801, -0.09896051717212435]","[0.101, 0.0]",[0. 0.],0.031976938247680664
1615,[0.31517214 0.00157829],[0.09892857 0.00080318],"[0.0008031830521081182, -0.09892856525040669]","[0.102, 0.0]",[0. 0.],0.033199310302734375
1616,[0.31517214 0.00157829],[0.09892857 0.00079779],"[0.0007977897841519246, -0.09892856525040669]","[0.102, 0.0]",[0. 0.],0.03454160690307617
1617,[0.31980546 0.00162811],[0.0988967  0.00074278],"[0.0007427805777057555, -0.09889670431093228]","[0.093, 0.001]",[0. 0.],0.0340418815612793
1618,[0.32492371 0.00167829],[0.09886125 0.00068631],"[0.0006863112596920498, -0.0988612519638942]","[0.102, 0.001]",[0. 0.],0.03975224494934082
1619,[0.32989521 0.00167829],[0.09882872 0.00068052],"[0.0006805215952224567, -0.09882872490219514]","[0.099, 0.0]",[0. 0.],0.03354477882385254
1620,[0.32989521 0.00167829],[0.09882872 0.00067505],"[0.0006750523700986013, -0.09882872490219514]","[0.099, 0.0]",[0. 0.],0.0329742431640625
1621,[0.33462514 0.0016285 ],[0.09879978 0.00071831],"[0.0007183103065958106, -0.09879977948913186]","[0.095, -0.001]",[0. 0.],0.035646915435791016
1622,[0.33972557 0.0016285 ],[0.09876541 0.00071228],"[0.0007122813680219138, -0.09876541268971444]","[0.102, 0.0]",[0. 0.],0.035930633544921875
1623,[0.33972557 0.0016285 ],[0.09876541 0.0007071 ],"[0.000707095251634432, -0.09876541268971444]","[0.102, 0.0]",[0. 0.],0.032243967056274414
1624,[0.34444572 0.00172788],[0.09872824 0.00060233],"[0.0006023338854654251, -0.09872823951007477]","[0.095, 0.002]",[0. 0.],0.03744244575500488
1625,[0.34929631 0.00172788],[0.09869462 0.00059627],"[0.0005962688051347017, -0.09869461799146417]","[0.097, 0.0]",[0. 0.],0.03436279296875
1626,[0.34929631 0.00172788],[0.09869462 0.00059086],"[0.0005908603951442927, -0.09869461799146417]","[0.097, 0.0]",[0. 0.],0.03171491622924805
1627,[0.35438215 0.00172788],[0.09865886 0.00058431],"[0.0005843084541019757, -0.09865886097740964]","[0.102, 0.0]",[0. 0.],0.037178754806518555
1628,[0.359091   0.00167778],[0.09862776 0.00062798],"[0.000627983855667635, -0.09862776387971264]","[0.094, -0.001]",[0. 0.],0.033522844314575195
1629,[0.359091   0.00167778],[0.09862776 0.00062268],"[0.0006226847114714492, -0.09862776387971264]","[0.094, -0.001]",[0. 0.],0.03202366828918457
1630,[0.36402058 0.00167778],[0.09859215 0.00061618],"[0.000616183680332054, -0.09859214744647841]","[0.099, 0.0]",[0. 0.],0.037941694259643555
1631,[0.368986   0.00177809],[0.09855084 0.00051126],"[0.0005112595199613443, -0.09855083803167719]","[0.099, 0.002]",[0. 0.],0.033144474029541016
1632,[0.368986   0.00177809],[0.09855084 0.00050582],"[0.0005058239430341362, -0.09855083803167719]","[0.099, 0.002]",[0. 0.],0.031019210815429688
1633,[0.37372619 0.00172767],[0.09851815 0.00054878],"[0.0005487831317996225, -0.09851814735049864]","[0.094, -0.001]",[0. 0.],0.03850197792053223
1634,[0.37882493 0.00172767],[0.09847981 0.00054272],"[0.0005427240988601255, -0.09847980986712782]","[0.103, 0.0]",[0. 0.],0.03435683250427246
1635,[0.38366794 0.00172767],[0.09844291 0.00053696],"[0.0005369589708733457, -0.09844291412452141]","[0.096, 0.0]",[0. 0.],0.032701730728149414
1636,[0.38366794 0.00172767],[0.09844291 0.00053079],"[0.0005307938416530751, -0.09844291412452141]","[0.096, 0.0]",[0. 0.],0.03624916076660156
1637,[0.38833388 0.00172767],[0.09840692 0.00052459],"[0.0005245852277837248, -0.09840692407704026]","[0.094, 0.0]",[0. 0.],0.035376787185668945
1638,[0.39338312 0.00172767],[0.09836749 0.00051894],"[0.0005189425057911894, -0.0983674873924326]","[0.101, 0.0]",[0. 0.],0.03196597099304199
1639,[0.39338312 0.00172767],[0.09836749 0.00051291],"[0.0005129091252146861, -0.0983674873924326]","[0.101, 0.0]",[0. 0.],0.035501718521118164
1640,[0.3980643  0.00172767],[0.09833047 0.00050736],"[0.0005073604296078137, -0.09833047036042589]","[0.094, 0.0]",[0. 0.],0.03152585029602051
1641,[0.40303673 0.00162721],[0.09829561 0.00060084],"[0.0006008376627847803, -0.09829560747854997]","[0.099, -0.002]",[0. 0.],0.031785011291503906
1642,[0.40303673 0.00162721],[0.09829561 0.0005954 ],"[0.0005953967787743045, -0.09829560747854997]","[0.099, -0.002]",[0. 0.],0.03401660919189453
1643,[0.40805583 0.00177629],[0.09824761 0.00044259],"[0.00044259230035003635, -0.09824760727221794]","[0.101, 0.003]",[0. 0.],0.03463292121887207
1644,[0.41265065 0.00177629],[0.09820993 0.00043639],"[0.00043638502554224965, -0.09820993074998981]","[0.092, 0.0]",[0. 0.],0.034609079360961914
1645,[0.41265065 0.00177629],[0.09820993 0.00043063],"[0.00043062552143444143, -0.09820993074998981]","[0.092, 0.0]",[0. 0.],0.03301525115966797
1646,[0.41772129 0.00172658],[0.0981703  0.00047323],"[0.0004732341895704053, -0.09817030309793746]","[0.102, -0.001]",[0. 0.],0.035516977310180664
1647,[0.42264916 0.0016763 ],[0.09813139 0.00051712],"[0.0005171155942791686, -0.09813139366773144]","[0.098, -0.001]",[0. 0.],0.03207230567932129
1648,[0.42264916 0.0016763 ],[0.09813139 0.00051189],"[0.0005118850783257353, -0.09813139366773144]","[0.098, -0.001]",[0. 0.],0.031796932220458984
1649,[0.42737714 0.0016763 ],[0.09809124 0.00050534],"[0.0005053355144958409, -0.09809123827581821]","[0.095, 0.0]",[0. 0.],0.038558006286621094
1650,[0.43249495 0.00172647],[0.09804481 0.00045044],"[0.00045044389913443647, -0.09804480874994026]","[0.102, 0.001]",[0. 0.],0.032248497009277344
1651,[0.43249495 0.00172647],[0.09804481 0.00044508],"[0.00044507985944855944, -0.09804480874994026]","[0.102, 0.001]",[0. 0.],0.03168892860412598
1652,[0.4371194  0.00172647],[0.09800463 0.00043889],"[0.00043888806434849275, -0.098004628567039]","[0.093, 0.0]",[0. 0.],0.03551602363586426
1653,[0.44198217 0.00167634],[0.09796437 0.00048263],"[0.00048262723540991336, -0.09796437228492551]","[0.097, -0.001]",[0. 0.],0.031614065170288086
1654,[0.44198217 0.00167634],[0.09796437 0.00047739],"[0.0004773947989790548, -0.09796437228492551]","[0.097, -0.001]",[0. 0.],0.03186202049255371
1655,[0.44706145 0.00167634],[0.09791925 0.00047164],"[0.0004716430873756809, -0.09791925314026366]","[0.102, 0.0]",[0. 0.],0.03370070457458496
1656,[0.4517298  0.00167634],[0.09787733 0.00046601],"[0.0004660064306728148, -0.09787732956842413]","[0.093, 0.0]",[0. 0.],0.03312325477600098
1657,[0.4517298  0.00167634],[0.09787733 0.00046045],"[0.00046044922454876997, -0.09787732956842413]","[0.093, 0.0]",[0. 0.],0.03386974334716797
1658,[0.45671935 0.00172624],[0.0978296  0.00040551],"[0.0004055113668932544, -0.09782959933817299]","[0.1, 0.001]",[0. 0.],0.03494095802307129
1659,[0.46153039 0.00177635],[0.09778301 0.00035009],"[0.000350087411630536, -0.09778300993851051]","[0.096, 0.001]",[0. 0.],0.035849571228027344
1660,[0.46153039 0.00177635],[0.09778301 0.00034372],"[0.0003437157931426913, -0.09778300993851051]","[0.096, 0.001]",[0. 0.],0.0366823673248291
1661,[0.46621544 0.00167667],[0.09774445 0.00043488],"[0.00043487674033465204, -0.09774445470663322]","[0.094, -0.002]",[0. 0.],0.03744769096374512
1662,[0.47131838 0.00157661],[0.09770154 0.00052729],"[0.0005272872552271454, -0.09770154074343564]","[0.102, -0.002]",[0. 0.],0.033475637435913086
1663,[0.47608535 0.00162679],[0.09765396 0.0004728 ],"[0.0004727950402803481, -0.09765396380864756]","[0.095, 0.001]",[0. 0.],0.03294706344604492
1664,[0.47608535 0.00162679],[0.09765396 0.00046695],"[0.0004669507303787614, -0.09765396380864756]","[0.095, 0.001]",[0. 0.],0.0367884635925293
1665,[0.48068027 0.00172561],[0.09760521 0.00036479],"[0.0003647923525172871, -0.09760521438675493]","[0.093, 0.002]",[0. 0.],0.03251385688781738
1666,[0.48563342 0.00182567],[0.09755251 0.00026119],"[0.0002611883643929554, -0.09755251177352732]","[0.099, 0.002]",[0. 0.],0.03252291679382324
1667,[0.48563342 0.00182567],[0.09755251 0.00025505],"[0.00025504614563866095, -0.09755251177352732]","[0.099, 0.002]",[0. 0.],0.03448772430419922
1668,[0.49032361 0.00182567],[0.09750678 0.00024911],"[0.0002491141729676669, -0.0975067793521887]","[0.094, 0.0]",[0. 0.],0.03265118598937988
1669,[0.49512825 0.00172557],[0.09746435 0.00034066],"[0.0003406630404967169, -0.09746435296756828]","[0.096, -0.002]",[0. 0.],0.035088539123535156
1670,[0.49512825 0.00172557],[0.09746435 0.00033469],"[0.00033469433913974197, -0.09746435296756828]","[0.096, -0.002]",[0. 0.],0.035489559173583984
1671,[0.50010482 0.00177534],[0.09741244 0.00028034],"[0.00028033863860234823, -0.09741244321522842]","[0.1, 0.001]",[0. 0.],0.03295588493347168
1672,[0.50462372 0.00182555],[0.09736464 0.00022566],"[0.0002256624711611368, -0.09736463648722982]","[0.09, 0.001]",[0. 0.],0.03179764747619629
1673,[0.50462372 0.00182555],[0.09736464 0.00021989],"[0.00021989121271688076, -0.09736463648722982]","[0.09, 0.001]",[0. 0.],0.03246951103210449
1674,[0.50959605 0.00187527],[0.09731183 0.00016494],"[0.00016493668126164185, -0.09731183279933306]","[0.1, 0.001]",[0. 0.],0.03533768653869629
1675,[0.51436391 0.00187527],[0.09726306 0.00015889],"[0.00015889447521755384, -0.09726305754685091]","[0.095, 0.0]",[0. 0.],0.03267383575439453
1676,[0.51436391 0.00187527],[0.09726306 0.00015321],"[0.00015321181700317932, -0.09726305754685091]","[0.095, 0.0]",[0. 0.],0.031155824661254883
1677,[0.51909215 0.0018255 ],[0.09721666 0.00019472],"[0.00019472333757544898, -0.0972166583422907]","[0.095, -0.001]",[0. 0.],0.03832221031188965
1678,[0.52429705 0.00172444],[0.09716731 0.00028724],"[0.00028723592155551527, -0.09716731055101281]","[0.103, -0.002]",[0. 0.],0.033371686935424805
1679,[0.52429705 0.00172444],[0.09716731 0.00028197],"[0.00028197330401720066, -0.09716731055101281]","[0.103, -0.002]",[0. 0.],0.03140759468078613
1680,[0.52896111 0.00177405],[0.09711582 0.00022694],"[0.0002269398050138721, -0.09711581886447554]","[0.094, 0.001]",[0. 0.],0.03887319564819336
1681,[0.53363558 0.00182432],[0.09706375 0.00017211],"[0.00017210718356402133, -0.09706375283911531]","[0.093, 0.001]",[0. 0.],0.03345346450805664
1682,[0.53363558 0.00182432],[0.09706375 0.00016658],"[0.00016658131632547497, -0.09706375283911531]","[0.093, 0.001]",[0. 0.],0.031206369400024414
1683,[0.53860734 0.00187403],[0.09700808 0.00011161],"[0.0001116088567802855, -0.09700808047600637]","[0.1, 0.001]",[0. 0.],0.03656148910522461
1684,[0.54327479 0.00182385],[0.09696006 0.00015432],"[0.00015432019193534078, -0.0969600645279905]","[0.093, -0.001]",[0. 0.],0.03333735466003418
1685,[0.54824735 0.0017244 ],[0.09691066 0.00024487],"[0.0002448651957271793, -0.09691065627744522]","[0.1, -0.002]",[0. 0.],0.034438371658325195
1686,[0.54824735 0.0017244 ],[0.09691066 0.00023883],"[0.00023883090390208387, -0.09691065627744522]","[0.1, -0.002]",[0. 0.],0.036109209060668945
1687,[0.55324651 0.00177439],[0.09685322 0.00018443],"[0.00018442634914168105, -0.09685321729962416]","[0.1, 0.001]",[0. 0.],0.03400826454162598
1688,[0.55778428 0.00182481],[0.09680041 0.0001297 ],"[0.00012969548222997021, -0.09680040560589931]","[0.09, 0.001]",[0. 0.],0.03296971321105957
1689,[0.55778428 0.00182481],[0.09680041 0.00012321],"[0.00012321048657567069, -0.09680040560589931]","[0.09, 0.001]",[0. 0.],0.036712646484375
1690,[0.5626837  0.00182481],[0.09674556 0.00011727],"[0.00011727110403470308, -0.09674555932356123]","[0.099, 0.0]",[0. 0.],0.03324747085571289
1691,[0.56751873 0.00182481],[0.09669096 0.00011162],"[0.0001116244268747337, -0.09669096345590554]","[0.096, 0.0]",[0. 0.],0.03162789344787598
1692,[0.56751873 0.00182481],[0.09669096 0.00010592],"[0.00010592227052817332, -0.09669096345590554]","[0.096, 0.0]",[0. 0.],0.032317399978637695
1693,[0.57226374 0.00177538],[0.09663932 0.0001478 ],"[0.00014780119681632087, -0.09663931835226386]","[0.096, -0.001]",[0. 0.],0.03398299217224121
1694,[0.57737665 0.00172525],[0.09658301 0.00019072],"[0.00019071756200594067, -0.09658301103434343]","[0.102, -0.001]",[0. 0.],0.03247499465942383
1695,[0.57737665 0.00172525],[0.09658301 0.00018544],"[0.00018544243671019873, -0.09658301103434343]","[0.102, -0.001]",[0. 0.],0.03165769577026367
1696,[0.58196394 0.00182498],[9.65250615e-02 8.20970563e-05],"[8.209705629497519e-05, -0.09652506151341071]","[0.092, 0.002]",[0. 0.],0.03959965705871582
1697,[0.58660502 0.00182498],[9.64708768e-02 7.62465871e-05],"[7.624658709277504e-05, -0.09647087681511644]","[0.093, 0.0]",[0. 0.],0.032968759536743164
1698,[0.58660502 0.00182498],[9.64708768e-02 7.05451687e-05],"[7.054516873734068e-05, -0.09647087681511644]","[0.093, 0.0]",[0. 0.],0.03238391876220703
1699,[0.59159874 0.00182498],[9.64120942e-02 6.36637106e-05],"[6.366371061465981e-05, -0.0964120942317494]","[0.1, 0.0]",[0. 0.],0.03886604309082031
1700,[0.59626314 0.00182498],[9.63567382e-02 5.79643062e-05],"[5.796430619102256e-05, -0.09635673821080193]","[0.093, 0.0]",[0. 0.],0.032202959060668945
1701,[0.59626314 0.00182498],[9.63567382e-02 5.24114259e-05],"[5.241142585316977e-05, -0.09635673821080193]","[0.093, 0.0]",[0. 0.],0.03157758712768555
1702,[0.60113782 0.00172549],[0.09630321 0.00014241],"[0.00014241179254998888, -0.09630321206060882]","[0.098, -0.002]",[0. 0.],0.03476095199584961
1703,[0.60600302 0.00182581],[9.62397058e-02 4.00033176e-05],"[4.000331764515823e-05, -0.09623970576635792]","[0.097, 0.002]",[0. 0.],0.03285622596740723
1704,[0.60600302 0.00182581],[9.62397058e-02 3.43183374e-05],"[3.431833743374021e-05, -0.09623970576635792]","[0.097, 0.002]",[0. 0.],0.03235340118408203
1705,[0.61048672 0.00187563],[ 9.61828158e-02 -1.96616595e-05],"[-1.9661659525714705e-05, -0.09618281584557657]","[0.09, 0.001]",[0. 0.],0.03349423408508301
1706,[0.6153468  0.00187563],[ 9.61232952e-02 -2.64272915e-05],"[-2.6427291495437613e-05, -0.09612329522667921]","[0.097, 0.0]",[0. 0.],0.03759360313415527
1707,[0.6153468  0.00187563],[ 9.61232952e-02 -3.25017735e-05],"[-3.250177346951792e-05, -0.09612329522667921]","[0.097, 0.0]",[0. 0.],0.03369259834289551
1708,[0.6201116  0.00187563],[ 9.60644833e-02 -3.85203482e-05],"[-3.852034822282935e-05, -0.09606448330469405]","[0.096, 0.0]",[0. 0.],0.03351330757141113
1709,[0.62488797 0.00177507],[9.60099002e-02 5.15230949e-05],"[5.1523094903594025e-05, -0.09600990022990936]","[0.095, -0.002]",[0. 0.],0.03826594352722168
1710,[0.63002272 0.00172473],[9.59479360e-02 9.42392468e-05],"[9.423924681822045e-05, -0.09594793597727722]","[0.102, -0.001]",[0. 0.],0.03354620933532715
1711,[0.63002272 0.00172473],[9.59479360e-02 8.88907137e-05],"[8.889071374116236e-05, -0.09594793597727722]","[0.102, -0.001]",[0. 0.],0.032320499420166016
1712,[0.63463074 0.00177428],[9.58873351e-02 3.45855480e-05],"[3.4585547957456795e-05, -0.0958873350879429]","[0.093, 0.001]",[0. 0.],0.03960561752319336
1713,[0.63923153 0.00182429],[ 9.58263832e-02 -1.90361423e-05],"[-1.9036142276707423e-05, -0.09582638321809192]","[0.092, 0.001]",[0. 0.],0.03248167037963867
1714,[0.63923153 0.00182429],[ 9.58263832e-02 -2.47080837e-05],"[-2.4708083748301145e-05, -0.09582638321809192]","[0.092, 0.001]",[0. 0.],0.032445430755615234
1715,[0.64411473 0.00187412],[ 9.57613862e-02 -7.90506622e-05],"[-7.905066223596582e-05, -0.09576138615904785]","[0.098, 0.001]",[0. 0.],0.037014007568359375
1716,[0.64867741 0.00187412],[ 9.57024554e-02 -8.50390037e-05],"[-8.50390036500666e-05, -0.09570245539872868]","[0.091, 0.0]",[0. 0.],0.03365898132324219
1717,[0.64867741 0.00187412],[ 9.57024554e-02 -9.08148010e-05],"[-9.081480100445675e-05, -0.09570245539872868]","[0.091, 0.0]",[0. 0.],0.032202720642089844
1718,[0.65350647 0.00177455],[ 9.56443925e-02 -1.91821433e-06],"[-1.918214332346411e-06, -0.0956443925437797]","[0.097, -0.002]",[0. 0.],0.03764843940734863
1719,[0.65852449 0.00177455],[ 9.55786129e-02 -8.03765304e-06],"[-8.037653039254362e-06, -0.09557861288849154]","[0.1, 0.0]",[0. 0.],0.0360875129699707
1720,[0.66306781 0.00177455],[ 9.55186220e-02 -1.41008273e-05],"[-1.4100827273569368e-05, -0.09551862199493398]","[0.091, 0.0]",[0. 0.],0.03580021858215332
1721,[0.66306781 0.00177455],[ 9.55186220e-02 -2.10253872e-05],"[-2.1025387211473076e-05, -0.09551862199493398]","[0.091, 0.0]",[0. 0.],0.04085230827331543
1722,[0.66798004 0.00177455],[ 9.54532959e-02 -2.71879525e-05],"[-2.7187952459553118e-05, -0.09545329589114598]","[0.098, 0.0]",[0. 0.],0.03646659851074219
1723,[0.67263067 0.00187456],[ 0.09538623 -0.00012886],"[-0.00012885979673266896, -0.09538623428742747]","[0.093, 0.002]",[0. 0.],0.035187721252441406
1724,[0.67263067 0.00187456],[ 0.09538623 -0.00013632],"[-0.00013631697776077319, -0.09538623428742747]","[0.093, 0.002]",[0. 0.],0.04170513153076172
1725,[0.67723762 0.00187456],[ 0.0953241  -0.00014269],"[-0.00014269203219776234, -0.09532410471134728]","[0.092, 0.0]",[0. 0.],0.036173343658447266
1726,[0.68215327 0.0017256 ],[ 9.52644394e-02 -6.70812385e-06],"[-6.708123854341136e-06, -0.09526443942146684]","[0.099, -0.003]",[0. 0.],0.036562204360961914
1727,[0.68686701 0.0017256 ],[ 9.51999630e-02 -1.43032625e-05],"[-1.4303262501485718e-05, -0.09519996299728764]","[0.094, 0.0]",[0. 0.],0.04626131057739258
1728,[0.69145951 0.0017256 ],[ 9.51367179e-02 -2.04368568e-05],"[-2.0436856808740834e-05, -0.09513671794320978]","[0.092, 0.0]",[0. 0.],0.03741955757141113
1729,[0.69145951 0.0017256 ],[ 9.51367179e-02 -3.48404061e-05],"[-3.484040612714418e-05, -0.09513671794320978]","[0.092, 0.0]",[0. 0.],0.08773660659790039
1730,[0.70090471 0.00183584],[ 0.09500008 -0.00014738],"[-0.00014737555626719023, -0.09500008349829364]","[0.09, 0.0]",[0. 0.],0.045072317123413086
1731,[0.70549936 0.00183584],[ 0.09493552 -0.00015396],"[-0.000153955848471532, -0.09493552346505467]","[0.092, 0.0]",[0. 0.],0.0383303165435791
1732,[0.71030781 0.00178727],[ 0.09486981 -0.00011501],"[-0.00011501061512908382, -0.09486981137030087]","[0.099, -0.001]",[0. 0.],0.04269838333129883
1733,[0.71488725 0.00178727],[ 0.0948046  -0.00012162],"[-0.00012162194504754922, -0.09480460375960394]","[0.092, 0.0]",[0. 0.],0.03948497772216797
1734,[0.71976537 0.00173749],[ 9.47370399e-02 -8.05532298e-05],"[-8.055322979247658e-05, -0.09473703994381817]","[0.098, -0.001]",[0. 0.],0.03751420974731445
1735,[0.71976537 0.00173749],[ 9.47370399e-02 -8.68333040e-05],"[-8.683330402355342e-05, -0.09473703994381817]","[0.098, -0.001]",[0. 0.],0.038152456283569336
1736,[0.72456233 0.00178746],[ 0.09466545 -0.00014014],"[-0.00014014122175074728, -0.09466545121218814]","[0.096, 0.001]",[0. 0.],0.03587746620178223
1737,[0.72907139 0.00183756],[ 0.09459759 -0.00019306],"[-0.00019306471900470894, -0.09459759474858986]","[0.09, 0.001]",[0. 0.],0.032387495040893555
1738,[0.72907139 0.00183756],[ 0.09459759 -0.00019958],"[-0.00019957731136665342, -0.09459759474858986]","[0.09, 0.001]",[0. 0.],0.037465572357177734
1739,[0.73389014 0.0017382 ],[ 0.09453186 -0.00011088],"[-0.00011088487428637269, -0.0945318590468129]","[0.097, -0.002]",[0. 0.],0.03267502784729004
1740,[0.73866101 0.0017382 ],[ 0.09446167 -0.00011611],"[-0.00011611182590518565, -0.09446166659915134]","[0.095, 0.0]",[0. 0.],0.032335519790649414
1741,[0.73866101 0.0017382 ],[ 0.09446167 -0.0001223 ],"[-0.00012230367744213484, -0.09446166659915134]","[0.095, 0.0]",[0. 0.],0.03771066665649414
1742,[0.74323036 0.00163887],[ 9.43987010e-02 -3.37464254e-05],"[-3.3746425360159386e-05, -0.09439870097984207]","[0.092, -0.002]",[0. 0.],0.03421950340270996
1743,[0.74824687 0.00163887],[ 9.43239422e-02 -3.87232152e-05],"[-3.872321519872462e-05, -0.09432394218428379]","[0.1, 0.0]",[0. 0.],0.03236746788024902
1744,[0.75284673 0.00163887],[ 9.42549506e-02 -4.42694992e-05],"[-4.4269499187432004e-05, -0.09425495058633077]","[0.092, 0.0]",[0. 0.],0.03608822822570801
1745,[0.75284673 0.00163887],[ 9.42549506e-02 -4.91829541e-05],"[-4.918295406818615e-05, -0.09425495058633077]","[0.092, 0.0]",[0. 0.],0.03180813789367676
1746,[0.7573755  0.00163887],[ 9.41866121e-02 -5.41361277e-05],"[-5.4136127680185365e-05, -0.09418661208868026]","[0.091, 0.0]",[0. 0.],0.03231954574584961
1747,[0.76226141 0.00163887],[ 9.41124248e-02 -5.89569284e-05],"[-5.89569284082738e-05, -0.09411242484717088]","[0.098, 0.0]",[0. 0.],0.03153204917907715
1748,[0.76226141 0.00163887],[ 9.41124248e-02 -6.45033591e-05],"[-6.45033590672757e-05, -0.09411242484717088]","[0.098, 0.0]",[0. 0.],0.03596019744873047
1749,[0.76681944 0.00163887],[ 9.40427858e-02 -6.94774488e-05],"[-6.94774488351162e-05, -0.09404278584986366]","[0.091, 0.0]",[0. 0.],0.032582998275756836
1750,[0.77156788 0.00158889],[ 9.39721448e-02 -2.72124619e-05],"[-2.7212461932184208e-05, -0.09397214482903188]","[0.095, -0.001]",[0. 0.],0.03186511993408203
1751,[0.77156788 0.00158889],[ 9.39721448e-02 -3.21394062e-05],"[-3.213940623848431e-05, -0.09397214482903188]","[0.095, -0.001]",[0. 0.],0.032997846603393555
1752,[0.77646227 0.00158889],[ 9.38964383e-02 -3.70550919e-05],"[-3.705509192848425e-05, -0.09389643833411145]","[0.098, 0.0]",[0. 0.],0.03312253952026367
1753,[0.77646227 0.00158889],[ 9.38964383e-02 -4.23127793e-05],"[-4.2312779317298456e-05, -0.09389643833411145]","[0.098, 0.0]",[0. 0.],0.03524136543273926
1754,[0.78104998 0.00158889],[ 9.38250409e-02 -4.73770535e-05],"[-4.7377053457251264e-05, -0.09382504092317717]","[0.09, 0.0]",[0. 0.],0.034186601638793945
1755,[0.78565267 0.00153992],[ 9.37552831e-02 -6.33941900e-06],"[-6.339418999422206e-06, -0.09375528309176673]","[0.094, -0.001]",[0. 0.],0.033971309661865234
1756,[0.79041626 0.00164021],[ 0.09367557 -0.00010525],"[-0.00010525319237070848, -0.09367556612491101]","[0.095, 0.002]",[0. 0.],0.03238320350646973
1757,[0.79041626 0.00164021],[ 0.09367557 -0.00011011],"[-0.00011011324918259133, -0.09367556612491101]","[0.095, 0.002]",[0. 0.],0.0316312313079834
1758,[0.79479618 0.00168998],[ 0.09360386 -0.00016258],"[-0.00016257815894109843, -0.09360386253494322]","[0.088, 0.001]",[0. 0.],0.03768181800842285
1759,[0.79964612 0.00168998],[ 0.0935266  -0.00016771],"[-0.00016770524716393296, -0.09352659835243378]","[0.097, 0.0]",[0. 0.],0.03328704833984375
1760,[0.79964612 0.00168998],[ 0.0935266  -0.00017282],"[-0.0001728207342579989, -0.09352659835243378]","[0.097, 0.0]",[0. 0.],0.032364606857299805
1761,[0.80435756 0.00168998],[ 0.09345109 -0.00017845],"[-0.00017844992204974896, -0.09345109056761457]","[0.094, 0.0]",[0. 0.],0.03652691841125488
1762,[0.80891194 0.00163993],[ 0.09338001 -0.00013651],"[-0.0001365137678867238, -0.09338001491425107]","[0.091, -0.001]",[0. 0.],0.03222298622131348
1763,[0.80891194 0.00163993],[ 0.09338001 -0.00014134],"[-0.00014133733840765385, -0.09338001491425107]","[0.091, -0.001]",[0. 0.],0.03149843215942383
1764,[0.8137462  0.00144058],[9.33109360e-02 4.04718086e-05],"[4.047180862357162e-05, -0.09331093600244207]","[0.097, -0.004]",[0. 0.],0.032076120376586914
1765,[0.81831699 0.00144058],[9.32363915e-02 3.54321872e-05],"[3.543218721034812e-05, -0.09323639153790267]","[0.091, 0.0]",[0. 0.],0.03728032112121582
1766,[0.81831699 0.00144058],[9.32363915e-02 3.12349219e-05],"[3.123492186881057e-05, -0.09323639153790267]","[0.091, 0.0]",[0. 0.],0.031249523162841797
1767,[0.82264014 0.00144058],[9.31655017e-02 2.68471859e-05],"[2.6847185864882844e-05, -0.0931655016512406]","[0.087, 0.0]",[0. 0.],0.032515525817871094
1768,[0.82749005 0.0014911 ],[ 9.30831781e-02 -2.47629910e-05],"[-2.4762990975887542e-05, -0.09308317812538655]","[0.096, 0.001]",[0. 0.],0.032860517501831055
1769,[0.82749005 0.0014911 ],[ 9.30831781e-02 -2.93725234e-05],"[-2.9372523378126644e-05, -0.09308317812538655]","[0.096, 0.001]",[0. 0.],0.03321075439453125
