id,current_pos,corrected_direction,prev_target_pos,target_pos,speed_vector
689,[0.99333008 0.99192242],[0.01590398 0.01579477],"[0.01579477018044391, -0.0159039795170074]","[0.012, 0.012]",[-0.00075263  0.00693862],0.03276968002319336
690,[0.99398009 0.99257243],[0.01590171 0.01579254],"[0.015792540535647232, -0.01590171245003101]","[0.013, 0.013]",[-0.00075263  0.00693862],0.03502988815307617
691,[0.99457919 0.99317153],[0.01589961 0.01579049],"[0.01579049286884156, -0.01589961299938967]","[0.012, 0.012]",[-0.00075263  0.00693862],0.03291916847229004
692,[0.99457919 0.99317153],[0.0158991  0.01579101],"[0.01579101024220515, -0.015899099602281617]","[0.012, 0.012]",[-0.00075263  0.00693862],0.031616926193237305
693,[0.99547714 0.99406947],[0.01589614 0.01578775],"[0.015787745665914107, -0.015896142084081973]","[0.018, 0.018]",[-0.00075263  0.00693862],0.03772473335266113
694,[0.99642637 0.99501871],[0.01589314 0.01578416],"[0.015784161628256844, -0.01589314142085502]","[0.019, 0.019]",[-0.00075263  0.00693862],0.032057762145996094
695,[0.99642637 0.99501871],[-0.0248153   0.00148252],"[0.0014825179973630277, 0.02481529583580281]","[0.019, 0.019]",[1. 1.],0.032012224197387695
696,[0.99726914 0.99586147],[-0.02482577  0.00127801],"[0.0012780111874786742, 0.024825767985874932]","[0.017, 0.017]",[1. 1.],0.03981757164001465
697,[0.99802067 0.99661301],[-0.02483511  0.00109453],"[0.0010945263313275793, 0.024835107204894045]","[0.015, 0.015]",[1. 1.],0.03183746337890625
698,[0.99802067 0.99661301],[-0.02483511  0.00109717],"[0.0010971733179197106, 0.024835107204894045]","[0.015, 0.015]",[1. 1.],0.03146815299987793
699,[0.99846908 0.99706141],[-0.02484068  0.00098875],"[0.000988751702770258, 0.024840679870051872]","[0.009, 0.009]",[1. 1.],0.03725934028625488
700,[0.99861917 0.99721151],[-0.02484255  0.00095391],"[0.0009539064970445809, 0.02484254526184154]","[0.003, 0.003]",[1. 1.],0.03418445587158203
701,[0.99861917 0.99721151],[-0.02484255  0.00095615],"[0.0009561538318186755, 0.02484254526184154]","[0.003, 0.003]",[1. 1.],0.03244161605834961
702,[0.9987189  0.99731123],[-0.02484378  0.00093401],"[0.0009340137244203094, 0.024843784660213586]","[0.002, 0.002]",[1. 1.],0.038736820220947266
703,[0.99886981 0.99746215],[-0.02484566  0.00089866],"[0.0008986621660689626, 0.02484566032451834]","[0.003, 0.003]",[1. 1.],0.03290081024169922
704,[0.99886981 0.99746215],[-0.02484566  0.00090072],"[0.0009007214364561638, 0.02484566032451834]","[0.003, 0.003]",[1. 1.],0.03265857696533203
705,[0.99891936 0.9975117 ],[-0.02484628  0.00089082],"[0.0008908226485935669, 0.024846276140719905]","[0.001, 0.001]",[1. 1.],0.03865623474121094
706,[0.99891936 0.9975117 ],[-0.02484628  0.00089288],"[0.0008928844663562874, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03334927558898926
707,[0.99891936 0.9975117 ],[-0.02484628  0.00089491],"[0.0008949134429086918, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03281807899475098
708,[0.99891936 0.9975117 ],[-0.02484628  0.00089727],"[0.0008972705809805134, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03812599182128906
709,[0.99891936 0.9975117 ],[-0.02484628  0.0008993 ],"[0.000899304981933904, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03290581703186035
710,[0.99891936 0.9975117 ],[-0.02484628  0.00090137],"[0.0009013650898310962, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03332161903381348
711,[0.99891936 0.9975117 ],[-0.02484628  0.00090369],"[0.0009036911702592302, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03762364387512207
712,[0.99891936 0.9975117 ],[-0.02484628  0.00090574],"[0.0009057368474809742, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03308820724487305
713,[0.99891936 0.9975117 ],[-0.02484628  0.00090765],"[0.0009076517052495974, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03097224235534668
714,[0.99891936 0.9975117 ],[-0.02484628  0.00090985],"[0.0009098543068542059, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03562641143798828
715,[0.99891936 0.9975117 ],[-0.02484628  0.00091193],"[0.0009119291549714682, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03356003761291504
716,[0.99891936 0.9975117 ],[-0.02484628  0.00091404],"[0.0009140444797330424, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03421473503112793
717,[0.99891936 0.9975117 ],[-0.02484628  0.00091629],"[0.0009162884423951669, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.036295413970947266
718,[0.99891936 0.9975117 ],[-0.02484628  0.00091837],"[0.0009183705427007037, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03367733955383301
719,[0.99891936 0.9975117 ],[-0.02484628  0.00092043],"[0.0009204267886602377, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03325915336608887
720,[0.99891936 0.9975117 ],[-0.02484628  0.0009227 ],"[0.0009227008508517451, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.036782264709472656
721,[0.99891936 0.9975117 ],[-0.02484628  0.00092468],"[0.000924679091566669, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.0319974422454834
722,[0.99891936 0.9975117 ],[-0.02484628  0.00092672],"[0.0009267177524436597, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.0329747200012207
723,[0.99891936 0.9975117 ],[-0.02484628  0.00092906],"[0.0009290603861389322, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.037891387939453125
724,[0.99891936 0.9975117 ],[-0.02484628  0.00093111],"[0.0009311149369731584, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03323173522949219
725,[0.99891936 0.9975117 ],[-0.02484628  0.0009331 ],"[0.0009331003561752565, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03211355209350586
726,[0.99891936 0.9975117 ],[-0.02484628  0.00093553],"[0.0009355297950265208, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03929543495178223
727,[0.99891936 0.9975117 ],[-0.02484628  0.00093749],"[0.0009374938261692974, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03176760673522949
728,[0.99891936 0.9975117 ],[-0.02484628  0.00093948],"[0.0009394797170584377, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03212118148803711
729,[0.99891936 0.9975117 ],[-0.02484628  0.00094174],"[0.0009417408962976038, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03657388687133789
730,[0.99891936 0.9975117 ],[-0.02484628  0.00094378],"[0.0009437784074374291, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03295612335205078
731,[0.99891936 0.9975117 ],[-0.02484628  0.00094602],"[0.0009460171078409885, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03621029853820801
732,[0.99891936 0.9975117 ],[-0.02484628  0.00094829],"[0.0009482896517898287, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.036757707595825195
733,[0.99891936 0.9975117 ],[-0.02484628  0.00095036],"[0.0009503623920556209, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.033525943756103516
734,[0.99891936 0.9975117 ],[-0.02484628  0.00095229],"[0.0009522904718016472, 0.024846276140719905]","[-0.0, 0.0]",[1. 1.],0.03118610382080078
735,[0.99886954 0.99746188],[-0.02484566  0.00096672],"[0.0009667235440991546, 0.024845656899524473]","[-0.001, -0.001]",[1. 1.],0.032945871353149414
736,[0.99886954 0.99746188],[-0.02484566  0.00096884],"[0.0009688359459621414, 0.024845656899524473]","[-0.001, -0.001]",[1. 1.],0.03349757194519043
737,[0.99886954 0.99746188],[-0.02484566  0.00097086],"[0.0009708608140800747, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03210949897766113
738,[0.99886954 0.99746188],[-0.02484566  0.00097287],"[0.0009728677905531067, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03182578086853027
739,[0.99886954 0.99746188],[-0.02484566  0.00097519],"[0.0009751880662668517, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03679394721984863
740,[0.99886954 0.99746188],[-0.02484566  0.00097718],"[0.0009771834206881963, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.031641483306884766
741,[0.99886954 0.99746188],[-0.02484566  0.00097917],"[0.000979172129641434, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.031536102294921875
742,[0.99886954 0.99746188],[-0.02484566  0.00098126],"[0.0009812570324972583, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03306150436401367
743,[0.99886954 0.99746188],[-0.02484566  0.00098344],"[0.0009834440680789754, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.034681081771850586
744,[0.99886954 0.99746188],[-0.02484566  0.00098544],"[0.0009854429557243126, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03169751167297363
745,[0.99886954 0.99746188],[-0.02484566  0.00098739],"[0.0009873946334831042, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.030948877334594727
746,[0.99886954 0.99746188],[-0.02484566  0.00098969],"[0.0009896859367601062, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03633451461791992
747,[0.99886954 0.99746188],[-0.02484566  0.00099167],"[0.0009916687219250328, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03144216537475586
748,[0.99886954 0.99746188],[-0.02484566  0.00099361],"[0.0009936145661054868, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03085637092590332
749,[0.99886954 0.99746188],[-0.02484566  0.00099564],"[0.000995635735614474, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03205084800720215
750,[0.99886954 0.99746188],[-0.02484566  0.00099794],"[0.0009979367364637123, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.03648829460144043
751,[0.99886954 0.99746188],[-0.02484566  0.00099992],"[0.0009999183188289815, 0.024845656899524473]","[-0.0, 0.0]",[1. 1.],0.031423091888427734
752,[0.99827558 0.99686792],[-0.02483828  0.00114965],"[0.0011496462064798933, 0.024838275123625336]","[-0.012, -0.012]",[1. 1.],0.032079219818115234
753,[0.99746985 0.99606219],[-0.02482826  0.00135244],"[0.0013524444963436372, 0.024828262217292014]","[-0.016, -0.016]",[1. 1.],0.03287553787231445
754,[0.99746985 0.99606219],[-0.02482826  0.00135571],"[0.0013557148329401672, 0.024828262217292014]","[-0.016, -0.016]",[1. 1.],0.033449649810791016
755,[0.99682807 0.99542041],[-0.02482029  0.00151825],"[0.0015182536982128974, 0.024820287258898014]","[-0.013, -0.013]",[1. 1.],0.032396793365478516
756,[0.99617364 0.99481632],[-0.02481278  0.00167195],"[0.001671949886865656, 0.024812780145777116]","[-0.013, -0.012]",[1. 1.],0.03314471244812012
757,[0.99617364 0.99481632],[-0.02481278  0.00167682],"[0.001676819427334459, 0.024812780145777116]","[-0.013, -0.012]",[1. 1.],0.037859439849853516
758,[0.99532639 0.99416842],[-0.02480473  0.00184162],"[0.0018416206015208596, 0.024804725560836724]","[-0.017, -0.013]",[1. 1.],0.032058000564575195
759,[0.99472492 0.99356695],[-0.02479725  0.00199538],"[0.0019953768289768083, 0.02479725217588056]","[-0.012, -0.012]",[1. 1.],0.0323634147644043
760,[0.99472492 0.99356695],[-0.02479725  0.00200158],"[0.002001575863285032, 0.02479725217588056]","[-0.012, -0.012]",[1. 1.],0.03886008262634277
761,[0.9941265  0.99296853],[-0.02478982  0.00215481],"[0.002154807228938932, 0.02478981714375033]","[-0.012, -0.012]",[1. 1.],0.03146100044250488
762,[0.99362853 0.99247056],[-0.02478363  0.00228361],"[0.0022836088569364935, 0.024783630519200225]","[-0.01, -0.01]",[1. 1.],0.03174901008605957
763,[0.99362853 0.99247056],[-0.02478363  0.00228964],"[0.002289637813197959, 0.024783630519200225]","[-0.01, -0.01]",[1. 1.],0.032308340072631836
764,[0.99327757 0.99216974],[-0.02477989  0.00237017],"[0.002370169415547107, 0.024779891695372962]","[-0.007, -0.006]",[1. 1.],0.03264355659484863
765,[0.99302918 0.99197102],[-0.02477742  0.00242575],"[0.002425752705262347, 0.02477742129894153]","[-0.005, -0.004]",[1. 1.],0.03308916091918945
766,[0.99302918 0.99197102],[-0.02477742  0.00243193],"[0.0024319323583706317, 0.02477742129894153]","[-0.005, -0.004]",[1. 1.],0.031063318252563477
767,[0.99257717 0.99151901],[-0.02477181  0.0025502 ],"[0.002550198419900165, 0.024771805982294778]","[-0.009, -0.009]",[1. 1.],0.032585859298706055
768,[0.99222886 0.9911707 ],[-0.02476748  0.00264346],"[0.002643455549580645, 0.024767479114631345]","[-0.007, -0.007]",[1. 1.],0.03399920463562012
769,[0.99222886 0.9911707 ],[-0.02476748  0.00265048],"[0.002650482345781372, 0.024767479114631345]","[-0.007, -0.007]",[1. 1.],0.032132863998413086
770,[0.99227881 0.99127061],[-0.02476872  0.00263305],"[0.0026330451632512863, 0.024768718321071533]","[0.001, 0.002]",[1. 1.],0.03319191932678223
771,[0.99222891 0.99127061],[-0.02476872  0.00264123],"[0.002641225713379324, 0.02476871640608039]","[-0.001, 0.0]",[1. 1.],0.03783607482910156
772,[0.99222891 0.99127061],[-0.02476872  0.0026482 ],"[0.0026482014379779983, 0.02476871640608039]","[-0.001, 0.0]",[1. 1.],0.03226280212402344
773,[0.99222891 0.99127061],[-0.02476872  0.00265528],"[0.0026552844377975547, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.03275895118713379
774,[0.99222891 0.99127061],[-0.02476872  0.00266343],"[0.0026634278694137366, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.03766345977783203
775,[0.99222891 0.99127061],[-0.02476872  0.00267039],"[0.0026703919952979953, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.032209157943725586
776,[0.99222891 0.99127061],[-0.02476872  0.0026774 ],"[0.0026773963816087362, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.032395362854003906
777,[0.99222891 0.99127061],[-0.02476872  0.00268608],"[0.002686079900917944, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.0401613712310791
778,[0.99222891 0.99127061],[-0.02476872  0.00269308],"[0.002693075678405096, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.032355546951293945
779,[0.99222891 0.99127061],[-0.02476872  0.00270017],"[0.002700173163730212, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.03282594680786133
780,[0.99222891 0.99127061],[-0.02476872  0.00270786],"[0.002707857080056173, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.0355381965637207
781,[0.99222891 0.99127061],[-0.02476872  0.00271477],"[0.0027147669755068094, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.03195834159851074
782,[0.99222891 0.99127061],[-0.02476872  0.00272171],"[0.0027217091411584414, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.03210759162902832
783,[0.99222891 0.99127061],[-0.02476872  0.00272922],"[0.0027292195922665897, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.034735918045043945
784,[0.99222891 0.99127061],[-0.02476872  0.00273647],"[0.0027364653349368556, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.03351163864135742
785,[0.99222891 0.99127061],[-0.02476872  0.00274465],"[0.002744649490928096, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.037851810455322266
786,[0.99222891 0.99127061],[-0.02476872  0.00275329],"[0.0027532913064152505, 0.02476871640608039]","[-0.0, 0.0]",[1. 1.],0.03996849060058594
787,[0.99167705 0.99071876],[-0.02476186  0.00289692],"[0.002896917269825407, 0.024761861024611368]","[-0.011, -0.011]",[1. 1.],0.03367495536804199
788,[0.99167705 0.99071876],[-0.02476186  0.00290437],"[0.0029043701221405163, 0.024761861024611368]","[-0.011, -0.011]",[1. 1.],0.03242897987365723
789,[0.99088202 0.99002311],[-0.02475322  0.00308489],"[0.0030848929301422073, 0.02475321535380278]","[-0.016, -0.014]",[1. 1.],0.03782033920288086
790,[0.99003142 0.98947272],[-0.02474636  0.00322906],"[0.0032290552605200107, 0.02474636413793264]","[-0.017, -0.011]",[1. 1.],0.03383469581604004
791,[0.99003142 0.98947272],[-0.02474636  0.00323717],"[0.0032371664475073555, 0.02474636413793264]","[-0.017, -0.011]",[1. 1.],0.03113555908203125
792,[0.989333  0.9887743],[-0.02473769  0.00341941],"[0.003419413905201809, 0.0247376883363657]","[-0.014, -0.014]",[1. 1.],0.03820633888244629
793,[0.98858138 0.9881229 ],[-0.02472959  0.00358896],"[0.0035889618967095854, 0.02472959151362777]","[-0.015, -0.013]",[1. 1.],0.03261065483093262
794,[0.98858138 0.9881229 ],[-0.02472959  0.00359851],"[0.0035985059221275957, 0.02472959151362777]","[-0.015, -0.013]",[1. 1.],0.03249406814575195
795,[0.98773469 0.98742562],[-0.02472092  0.00378085],"[0.00378085287099385, 0.024720921822892775]","[-0.017, -0.014]",[1. 1.],0.0361478328704834
796,[0.98713403 0.98687501],[-0.02471408  0.00392663],"[0.00392663199997574, 0.024714079652724295]","[-0.012, -0.011]",[1. 1.],0.03313255310058594
797,[0.98713403 0.98687501],[-0.02471408  0.00393705],"[0.003937049586141043, 0.024714079652724295]","[-0.012, -0.011]",[1. 1.],0.03211617469787598
798,[0.98652271 0.9866203 ],[-0.02471089  0.00401048],"[0.004010477013757909, 0.02471089250336388]","[-0.012, -0.005]",[1. 1.],0.033246755599975586
799,[0.98495478 0.98745326],[-0.02472108  0.00381643],"[0.0038164332509099752, 0.024721075672555923]","[-0.032, 0.017]",[1. 1.],0.03294992446899414
800,[0.98495478 0.98745326],[-0.02472108  0.00382636],"[0.003826364743308844, 0.024721075672555923]","[-0.032, 0.017]",[1. 1.],0.032019615173339844
801,[0.98365963 0.98800121],[-0.02472775  0.00370133],"[0.003701325272326578, 0.024727749033180427]","[-0.026, 0.011]",[1. 1.],0.03175973892211914
802,[0.98215497 0.988904  ],[-0.02473879  0.00348968],"[0.003489684882831571, 0.02473878637197801]","[-0.03, 0.018]",[1. 1.],0.036606788635253906
803,[0.98215497 0.988904  ],[-0.02473879  0.00349863],"[0.00349862909577474, 0.02473878637197801]","[-0.03, 0.018]",[1. 1.],0.03258347511291504
804,[0.98061292 0.98955067],[-0.02474664  0.00334792],"[0.003347918449122604, 0.024746644435468673]","[-0.031, 0.013]",[1. 1.],0.03173398971557617
805,[0.97920358 0.98995333],[-0.02475149  0.00325821],"[0.0032582137644269725, 0.02475148708742473]","[-0.028, 0.008]",[1. 1.],0.03742408752441406
806,[0.97920358 0.98995333],[-0.02475149  0.00326606],"[0.0032660584524886456, 0.02475148708742473]","[-0.028, 0.008]",[1. 1.],0.031546592712402344
807,[0.97803754 0.99056171],[-0.02475889  0.00312448],"[0.0031244796599261887, 0.024758893847583577]","[-0.023, 0.012]",[1. 1.],0.03453516960144043
808,[0.97740018 0.99119906],[-0.02476671  0.00297706],"[0.002977058558327071, 0.024766714832965244]","[-0.013, 0.013]",[1. 1.],0.043323516845703125
809,[0.97675041 0.99174887],[-0.02477345  0.00284842],"[0.002848423436238371, 0.024773450457633104]","[-0.013, 0.011]",[1. 1.],0.033081769943237305
810,[0.97675041 0.99174887],[-0.02477345  0.00285491],"[0.0028549106348360505, 0.024773450457633104]","[-0.013, 0.011]",[1. 1.],0.03173637390136719
811,[0.97594968 0.99209919],[-0.02521357  0.00282468],"[0.0028246770592483955, 0.025213569462937978]","[-0.016, 0.007]",[1. 1.],0.03702187538146973
812,[0.97450511 0.99274676],[-0.02640891  0.00279372],"[0.002793721823174056, 0.02640891265472694]","[-0.029, 0.013]",[1. 1.],0.03208160400390625
813,[0.97450511 0.99274676],[-0.02640891  0.00279991],"[0.0027999092164047385, 0.02640891265472694]","[-0.029, 0.013]",[1. 1.],0.03230166435241699
814,[0.97385305 0.99259628],[-0.02707269  0.00291842],"[0.002918423673993014, 0.027072694132153803]","[-0.013, -0.003]",[1. 1.],0.0369265079498291
815,[0.97320238 0.99259628],[-0.02769685  0.00299258],"[0.0029925769313596854, 0.02769685324147304]","[-0.013, 0.0]",[1. 1.],0.033498525619506836
816,[0.97320238 0.99259628],[-0.02769685  0.00299924],"[0.0029992404991999715, 0.02769685324147304]","[-0.013, 0.0]",[1. 1.],0.032495737075805664
817,[0.972608   0.99259628],[-0.02826796  0.00306887],"[0.003068873885586933, 0.028267961373072747]","[-0.012, 0.0]",[1. 1.],0.03721737861633301
818,[0.97205325 0.99259628],[-0.02880175  0.00313372],"[0.003133721015786689, 0.02880175012221001]","[-0.011, 0.0]",[1. 1.],0.03234410285949707
819,[0.97205325 0.99259628],[-0.02880175  0.00314069],"[0.003140687676060814, 0.02880175012221001]","[-0.011, 0.0]",[1. 1.],0.03267049789428711
820,[0.97067165 0.99328708],[-0.0299834   0.00307084],"[0.0030708380300645804, 0.029983401256683626]","[-0.028, 0.014]",[1. 1.],0.041845083236694336
821,[0.96931593 0.9937892 ],[-0.03120633  0.00304554],"[0.0030455380674969273, 0.031206326565868567]","[-0.027, 0.01]",[1. 1.],0.03170037269592285
822,[0.96815225 0.99414336],[-0.03228381  0.00304252],"[0.003042517960787824, 0.03228381413774975]","[-0.023, 0.007]",[1. 1.],0.032584428787231445
823,[0.96815225 0.99414336],[-0.03228381  0.00304965],"[0.0030496535900660787, 0.03228381413774975]","[-0.023, 0.007]",[1. 1.],0.03773975372314453
824,[0.96637714 0.99404474],[-0.03404081  0.00325595],"[0.0032559487518460228, 0.03404080903982846]","[-0.036, -0.002]",[1. 1.],0.0333094596862793
825,[0.96467647 0.99409476],[-0.03570369  0.00340408],"[0.0034040762758175804, 0.03570368779622181]","[-0.034, 0.001]",[1. 1.],0.032891035079956055
826,[0.96467647 0.99409476],[-0.03570369  0.00341164],"[0.0034116436496988128, 0.03570368779622181]","[-0.034, 0.001]",[1. 1.],0.03589177131652832
827,[0.96278037 0.99419456],[-0.03755528  0.00355839],"[0.0035583857149250444, 0.037555278244142634]","[-0.038, 0.002]",[1. 1.],0.03344893455505371
828,[0.96052159 0.99409417],[-0.03979381  0.00381822],"[0.0038182201971355906, 0.039793809429240615]","[-0.045, -0.002]",[1. 1.],0.03311753273010254
829,[0.96052159 0.99409417],[-0.03979381  0.0038257 ],"[0.0038257039518686704, 0.039793809429240615]","[-0.045, -0.002]",[1. 1.],0.03184366226196289
830,[0.95848378 0.99379595],[-0.04183999  0.00415583],"[0.0041558281255844, 0.041839994880674296]","[-0.041, -0.006]",[1. 1.],0.03326129913330078
831,[0.95697612 0.99324314],[-0.04339631  0.00455993],"[0.004559925541848245, 0.043396308519273674]","[-0.03, -0.011]",[1. 1.],0.03279256820678711
832,[0.95697612 0.99324314],[-0.04339631  0.00456957],"[0.004569570566015605, 0.043396308519273674]","[-0.03, -0.011]",[1. 1.],0.03289318084716797
833,[0.95488706 0.99329288],[-0.04544685  0.00477437],"[0.004774366763924386, 0.045446852478135326]","[-0.042, 0.001]",[1. 1.],0.03766775131225586
834,[0.95267526 0.99329288],[-0.04762697  0.00501378],"[0.0050137822158912845, 0.04762696743051858]","[-0.044, 0.0]",[1. 1.],0.03251314163208008
835,[0.95267526 0.99329288],[-0.04762697  0.00502374],"[0.005023740332719361, 0.04762696743051858]","[-0.044, 0.0]",[1. 1.],0.0311737060546875
836,[0.95029135 0.99344188],[-0.04996291  0.00520653],"[0.005206530137127324, 0.04996290906725948]","[-0.048, 0.003]",[1. 1.],0.0330657958984375
837,[0.94806881 0.99349239],[-0.05215326  0.00542016],"[0.005420164645276738, 0.05215326003177214]","[-0.044, 0.001]",[1. 1.],0.034551143646240234
838,[0.94806881 0.99349239],[-0.05215326  0.00543106],"[0.005431062224301196, 0.05215326003177214]","[-0.044, 0.001]",[1. 1.],0.03210902214050293
839,[0.9458848  0.99393912],[-0.05427288  0.00541996],"[0.005419960143066109, 0.05427288447960778]","[-0.044, 0.009]",[1. 1.],0.032285213470458984
840,[0.94368367 0.99423927],[-0.05642948  0.00547857],"[0.005478571310327283, 0.05642948099504113]","[-0.044, 0.006]",[1. 1.],0.03881692886352539
841,[0.94368367 0.99423927],[-0.05642948  0.00548902],"[0.005489018212194665, 0.05642948099504113]","[-0.044, 0.006]",[1. 1.],0.03213691711425781
842,[0.941287 0.994439],[-0.05879174  0.00561215],"[0.005612145006128642, 0.0587917397490138]","[-0.048, 0.004]",[1. 1.],0.032926082611083984
843,[0.93893352 0.99448907],[-0.06112312  0.00581616],"[0.005816161696398775, 0.061123121683986766]","[-0.047, 0.001]",[1. 1.],0.035845279693603516
844,[0.93893352 0.99448907],[-0.06112312  0.00582695],"[0.0058269456653528805, 0.061123121683986766]","[-0.047, 0.001]",[1. 1.],0.03201460838317871
845,[0.93640035 0.99453874],[-0.06363387  0.00604589],"[0.006045890428609069, 0.06363387398620703]","[-0.051, 0.001]",[1. 1.],0.03222370147705078
846,[0.93356683 0.99478729],[-0.06643457  0.00615847],"[0.006158473411492712, 0.06643457488613323]","[-0.057, 0.005]",[1. 1.],0.03353404998779297
847,[0.93356683 0.99478729],[-0.06643457  0.00616977],"[0.006169773791188595, 0.06643457488613323]","[-0.057, 0.005]",[1. 1.],0.03263139724731445
848,[0.93092421 0.99493688],[-0.06905302  0.00632125],"[0.006321252447420676, 0.06905301784134021]","[-0.053, 0.003]",[1. 1.],0.03316473960876465
849,[0.92835586 0.99508796],[-0.0715994   0.00645921],"[0.006459211529102122, 0.07159940390490215]","[-0.051, 0.003]",[1. 1.],0.0370478630065918
850,[0.92835586 0.99508796],[-0.0715994   0.00647149],"[0.006471490936209265, 0.07159940390490215]","[-0.051, 0.003]",[1. 1.],0.034914493560791016
851,[0.92546812 0.99558584],[-0.07445649  0.00636981],"[0.006369810027573897, 0.07445649161907095]","[-0.058, 0.01]",[1. 1.],0.03283238410949707
852,[0.92256812 0.99593584],[-0.07733466  0.00635553],"[0.0063555342160926155, 0.07733465972659373]","[-0.058, 0.007]",[1. 1.],0.03234362602233887
853,[0.92256812 0.99593584],[-0.07733466  0.00636714],"[0.006367141127259041, 0.07733465972659373]","[-0.058, 0.007]",[1. 1.],0.03692936897277832
854,[0.91939335 0.99598545],[-0.08049239  0.00659739],"[0.006597394428469148, 0.08049238504616807]","[-0.064, 0.001]",[1. 1.],0.03156328201293945
855,[0.91627762 0.99618646],[-0.0835909   0.00669339],"[0.006693388141345524, 0.08359090464905693]","[-0.062, 0.004]",[1. 1.],0.031558990478515625
856,[0.91627762 0.99618646],[-0.0835909   0.00670359],"[0.006703586898467253, 0.08359090464905693]","[-0.062, 0.004]",[1. 1.],0.03199338912963867
857,[0.91285122 0.99663338],[-0.08700098  0.00659838],"[0.006598378741422143, 0.08700097533120434]","[-0.069, 0.009]",[1. 1.],0.03464317321777344
858,[0.90938063 0.99678428],[-0.09045639  0.00673372],"[0.006733721273392034, 0.09045638708604474]","[-0.069, 0.003]",[1. 1.],0.033585309982299805
859,[0.90938063 0.99678428],[-0.09045639  0.00674337],"[0.00674337379253005, 0.09045638708604474]","[-0.069, 0.003]",[1. 1.],0.03318357467651367
860,[0.90591083 0.99693299],[-0.09391168  0.00687115],"[0.006871152587055726, 0.09391168138584878]","[-0.07, 0.003]",[1. 1.],0.034178733825683594
861,[0.90196789 0.99718574],[-0.09784047  0.00692056],"[0.006920559953683395, 0.09784047060159666]","[-0.078, 0.005]",[1. 1.],0.03358316421508789
862,[0.90196789 0.99718574],[-0.09784047  0.00692935],"[0.006929354916285071, 0.09784047060159666]","[-0.078, 0.005]",[1. 1.],0.03194117546081543
